toho1ʔo,kihyo1ʔoi,V;FIN;IRR;POT;2;DU
toho1ʔo,kihyo1ʔon,V;FIN;IRR;POT;2;PL
toho1ʔo,laho1ʔo,V;FIN;IRR;POT;3;SG
toho1ʔo,laho1ʔoi,V;FIN;IRR;POT;3;DU
toho1ʔo,latho1ʔo,V;FIN;IRR;POT;3;PL
toho1ʔo,ndoho1ʔo,V;FIN;IRR;SBJV;1;SG
toho1ʔo,ndoho1ʔomʔ,V;FIN;IRR;SBJV;1;DU;EXCL
toho1ʔo,ndoho1ʔoi,V;FIN;IRR;SBJV;1;DU;INCL
toho1ʔo,ndoho1ʔonʔ,V;FIN;IRR;SBJV;1;PL
toho1ʔo,ndoho1ʔon,V;FIN;IRR;SBJV;1;PL
toho1ʔo,ŋgihyo1ʔo,V;FIN;IRR;SBJV;2;SG
toho1ʔo,ŋgihyo1ʔoi,V;FIN;IRR;SBJV;2;DU
toho1ʔo,ŋgihyo1ʔon,V;FIN;IRR;SBJV;2;PL
toho1ʔo,ndaho1ʔo,V;FIN;IRR;SBJV;3;SG
toho1ʔo,ndaho1ʔoi,V;FIN;IRR;SBJV;3;DU
toho1ʔo,ndatho1ʔo,V;FIN;IRR;SBJV;3;PL
toho1ʔo,monoho1ʔo,V;FIN;IRR;FUT;1;SG
toho1ʔo,monoho1ʔomʔ,V;FIN;IRR;FUT;1;DU;EXCL
toho1ʔo,monoho1ʔoi,V;FIN;IRR;FUT;1;DU;INCL
toho1ʔo,monoho1ʔonʔ,V;FIN;IRR;FUT;1;PL
toho1ʔo,monoho1ʔon,V;FIN;IRR;FUT;1;PL
toho1ʔo,manaho1ʔo,V;FIN;IRR;FUT;2;SG
toho1ʔo,manaho1ʔoi,V;FIN;IRR;FUT;2;DU
toho1ʔo,manaho1ʔon,V;FIN;IRR;FUT;2;PL
toho1ʔo,manaho1ʔo,V;FIN;IRR;FUT;3;SG
toho1ʔo,manaho1ʔoi,V;FIN;IRR;FUT;3;DU
toho1ʔo,manatho1ʔo,V;FIN;IRR;FUT;3;PL
toho1ʔo,wihyo1ʔot,V;FIN;IRR;IMP;2;SG
toho1ʔo,wihyo1ʔoi,V;FIN;IRR;IMP;2;DU
toho1ʔo,wihyo1ʔon,V;FIN;IRR;IMP;2;PL
lammã1õʔ,lammã1õʔ,V;FIN;REAL;IPFV;1;SG
lammã1õʔ,tammã1mʔ,V;FIN;REAL;IPFV;1;DU;EXCL
lammã1õʔ,tammã1õiʔ,V;FIN;REAL;IPFV;1;DU;INCL
lammã1õʔ,tammã1õnʔ,V;FIN;REAL;IPFV;1;PL
lammã1õʔ,tammã1õn,V;FIN;REAL;IPFV;1;PL
lammã1õʔ,kimmyã1õʔ,V;FIN;REAL;IPFV;2;SG
lammã1õʔ,kimmyã1õiʔ,V;FIN;REAL;IPFV;2;DU
lammã1õʔ,kimmyã1õnʔ,V;FIN;REAL;IPFV;2;PL
lammã1õʔ,wommã1õʔ,V;FIN;REAL;IPFV;3;SG
lammã1õʔ,wommã1õiʔ,V;FIN;REAL;IPFV;3;DU
lammã1õʔ,mhã1õʔ,V;FIN;REAL;IPFV;3;PL
lammã1õʔ,nomã1õʔ,V;FIN;REAL;PFV;1;SG
lammã1õʔ,nomã1mʔ,V;FIN;REAL;PFV;1;DU;EXCL
lammã1õʔ,nomã1õiʔ,V;FIN;REAL;PFV;1;DU;INCL
lammã1õʔ,nomã1õnʔ,V;FIN;REAL;PFV;1;PL
lammã1õʔ,nomã1õn,V;FIN;REAL;PFV;1;PL
lammã1õʔ,nimyã3õʔ,V;FIN;REAL;PFV;2;SG
lammã1õʔ,nimyã3õiʔ,V;FIN;REAL;PFV;2;DU
lammã1õʔ,nimyã3õnʔ,V;FIN;REAL;PFV;2;PL
lammã1õʔ,ndomã1õʔ,V;FIN;REAL;PFV;3;SG
lammã1õʔ,ndomã1õiʔ,V;FIN;REAL;PFV;3;DU
lammã1õʔ,ndomhã1õʔ,V;FIN;REAL;PFV;3;PL
lammã1õʔ,lammã1õʔ,V;FIN;IRR;POT;1;SG
lammã1õʔ,lammã1mʔ,V;FIN;IRR;POT;1;DU;EXCL
lammã1õʔ,lammã1õiʔ,V;FIN;IRR;POT;1;DU;INCL
lammã1õʔ,lammã1õnʔ,V;FIN;IRR;POT;1;PL
lammã1õʔ,lammã1õn,V;FIN;IRR;POT;1;PL
lammã1õʔ,kimyã3õʔ,V;FIN;IRR;POT;2;SG
lammã1õʔ,kimyã3õiʔ,V;FIN;IRR;POT;2;DU
lammã1õʔ,kimyã3õnʔ,V;FIN;IRR;POT;2;PL
lammã1õʔ,lamã1õʔ,V;FIN;IRR;POT;3;SG
lammã1õʔ,lamã1õiʔ,V;FIN;IRR;POT;3;DU
lammã1õʔ,lamhã1õʔ,V;FIN;IRR;POT;3;PL
lammã1õʔ,ndammã1õʔ,V;FIN;IRR;SBJV;1;SG
lammã1õʔ,ndammã1mʔ,V;FIN;IRR;SBJV;1;DU;EXCL
lammã1õʔ,ndammã1õiʔ,V;FIN;IRR;SBJV;1;DU;INCL
lammã1õʔ,ndammã1õnʔ,V;FIN;IRR;SBJV;1;PL
lammã1õʔ,ndammã1õn,V;FIN;IRR;SBJV;1;PL
lammã1õʔ,ŋgimyã3õʔ,V;FIN;IRR;SBJV;2;SG
lammã1õʔ,ŋgimyã3õiʔ,V;FIN;IRR;SBJV;2;DU
lammã1õʔ,ŋgimyã3õnʔ,V;FIN;IRR;SBJV;2;PL
lammã1õʔ,ndamã1õʔ,V;FIN;IRR;SBJV;3;SG
lammã1õʔ,ndamã1õiʔ,V;FIN;IRR;SBJV;3;DU
lammã1õʔ,ndamhã1õʔ,V;FIN;IRR;SBJV;3;PL
lammã1õʔ,monommã1õʔ,V;FIN;IRR;FUT;1;SG
lammã1õʔ,monommã1mʔ,V;FIN;IRR;FUT;1;DU;EXCL
lammã1õʔ,monommã1õiʔ,V;FIN;IRR;FUT;1;DU;INCL
lammã1õʔ,monommã1õnʔ,V;FIN;IRR;FUT;1;PL
lammã1õʔ,monommã1õn,V;FIN;IRR;FUT;1;PL
lammã1õʔ,manammã3õʔ,V;FIN;IRR;FUT;2;SG
lammã1õʔ,manammã3õiʔ,V;FIN;IRR;FUT;2;DU
lammã1õʔ,manammã3õnʔ,V;FIN;IRR;FUT;2;PL
lammã1õʔ,manamã1õʔ,V;FIN;IRR;FUT;3;SG
lammã1õʔ,manamã1õiʔ,V;FIN;IRR;FUT;3;DU
lammã1õʔ,manamhã1õʔ,V;FIN;IRR;FUT;3;PL
lammã1õʔ,myã3õʔt,V;FIN;IRR;IMP;2;SG
lammã1õʔ,myã3õiʔ,V;FIN;IRR;IMP;2;DU
lammã1õʔ,myã3õnʔ,V;FIN;IRR;IMP;2;PL
toʔuã3õ,toʔuã3õ,V;FIN;REAL;IPFV;1;SG
toʔuã3õ,toʔuã3mʔ,V;FIN;REAL;IPFV;1;DU;EXCL
toʔuã3õ,toʔuã3õi,V;FIN;REAL;IPFV;1;DU;INCL
toʔuã3õ,toʔuã3õnʔ,V;FIN;REAL;IPFV;1;PL
toʔuã3õ,toʔuã3õn,V;FIN;REAL;IPFV;1;PL
toʔuã3õ,toʔuã3õ,V;FIN;REAL;IPFV;2;SG
toʔuã3õ,toʔuã3õi,V;FIN;REAL;IPFV;2;DU
toʔuã3õ,toʔuã3õn,V;FIN;REAL;IPFV;2;PL
toʔuã3õ,loʔuã3õ,V;FIN;REAL;IPFV;3;SG
toʔuã3õ,loʔuã3õi,V;FIN;REAL;IPFV;3;DU
toʔuã3õ,wotʔã3õ,V;FIN;REAL;IPFV;3;PL
toʔuã3õ,noʔuã3õ,V;FIN;REAL;PFV;1;SG
toʔuã3õ,noʔuã3mʔ,V;FIN;REAL;PFV;1;DU;EXCL
toʔuã3õ,noʔuã3õi,V;FIN;REAL;PFV;1;DU;INCL
toʔuã3õ,noʔuã3õnʔ,V;FIN;REAL;PFV;1;PL
toʔuã3õ,noʔuã3õn,V;FIN;REAL;PFV;1;PL
toʔuã3õ,niʔyã3õ,V;FIN;REAL;PFV;2;SG
toʔuã3õ,niʔyã3õi,V;FIN;REAL;PFV;2;DU
toʔuã3õ,niʔyã3õn,V;FIN;REAL;PFV;2;PL
toʔuã3õ,ndoʔuã3õ,V;FIN;REAL;PFV;3;SG
toʔuã3õ,ndoʔuã3õi,V;FIN;REAL;PFV;3;DU
toʔuã3õ,ndotʔuã3õ,V;FIN;REAL;PFV;3;PL
toʔuã3õ,loʔuã3õ,V;FIN;IRR;POT;1;SG
toʔuã3õ,loʔuã3mʔ,V;FIN;IRR;POT;1;DU;EXCL
toʔuã3õ,loʔuã3õi,V;FIN;IRR;POT;1;DU;INCL
toʔuã3õ,loʔuã3õnʔ,V;FIN;IRR;POT;1;PL
toʔuã3õ,loʔuã3õn,V;FIN;IRR;POT;1;PL
toʔuã3õ,kiʔyã3õ,V;FIN;IRR;POT;2;SG
toʔuã3õ,kiʔyã3õi,V;FIN;IRR;POT;2;DU
toʔuã3õ,kiʔyã3õn,V;FIN;IRR;POT;2;PL
toʔuã3õ,laʔã3õ,V;FIN;IRR;POT;3;SG
toʔuã3õ,laʔã3õi,V;FIN;IRR;POT;3;DU
toʔuã3õ,latʔã3õ,V;FIN;IRR;POT;3;PL
toʔuã3õ,ndoʔuã3õ,V;FIN;IRR;SBJV;1;SG
toʔuã3õ,ndoʔuã3mʔ,V;FIN;IRR;SBJV;1;DU;EXCL
toʔuã3õ,ndoʔuã3õi,V;FIN;IRR;SBJV;1;DU;INCL
toʔuã3õ,ndoʔuã3õnʔ,V;FIN;IRR;SBJV;1;PL
toʔuã3õ,ndoʔuã3õn,V;FIN;IRR;SBJV;1;PL
toʔuã3õ,ŋgiʔyã3õ,V;FIN;IRR;SBJV;2;SG
toʔuã3õ,ŋgiʔyã3õi,V;FIN;IRR;SBJV;2;DU
toʔuã3õ,ŋgiʔyã3õn,V;FIN;IRR;SBJV;2;PL
toʔuã3õ,ndaʔã3õ,V;FIN;IRR;SBJV;3;SG
toʔuã3õ,ndaʔã3õi,V;FIN;IRR;SBJV;3;DU
toʔuã3õ,ndatʔã3õ,V;FIN;IRR;SBJV;3;PL
toʔuã3õ,monoʔuã3õ,V;FIN;IRR;FUT;1;SG
toʔuã3õ,monoʔuã3mʔ,V;FIN;IRR;FUT;1;DU;EXCL
toʔuã3õ,monoʔuã3õi,V;FIN;IRR;FUT;1;DU;INCL
toʔuã3õ,monoʔuã3õnʔ,V;FIN;IRR;FUT;1;PL
toʔuã3õ,monoʔuã3õn,V;FIN;IRR;FUT;1;PL
toʔuã3õ,manaʔã3õ,V;FIN;IRR;FUT;2;SG
toʔuã3õ,manaʔã3õi,V;FIN;IRR;FUT;2;DU
toʔuã3õ,manaʔã3õn,V;FIN;IRR;FUT;2;PL
toʔuã3õ,manaʔã3õ,V;FIN;IRR;FUT;3;SG
toʔuã3õ,manaʔã3õi,V;FIN;IRR;FUT;3;DU
toʔuã3õ,manatʔã3õ,V;FIN;IRR;FUT;3;PL
toʔuã3õ,wiʔyã3õt,V;FIN;IRR;IMP;2;SG
toʔuã3õ,wiʔyã3õi,V;FIN;IRR;IMP;2;DU
toʔuã3õ,wiʔyã3õn,V;FIN;IRR;IMP;2;PL
lanhõ1ʔã,lanhõ1ʔã,V;FIN;REAL;IPFV;1;SG
lanhõ1ʔã,tanhõ1ʔãmʔ,V;FIN;REAL;IPFV;1;DU;EXCL
lanhõ1ʔã,tanhõ1ʔãi,V;FIN;REAL;IPFV;1;DU;INCL
lanhõ1ʔã,tiŋhyõ1ʔãnʔ,V;FIN;REAL;IPFV;1;PL
lanhõ1ʔã,tiŋhyõ1ʔãn,V;FIN;REAL;IPFV;1;PL
lanhõ1ʔã,kiŋhyõ1ʔã,V;FIN;REAL;IPFV;2;SG
lanhõ1ʔã,tanhõ1ʔãik,V;FIN;REAL;IPFV;2;DU
lanhõ1ʔã,tiŋhyõ1ʔãn,V;FIN;REAL;IPFV;2;PL
lanhõ1ʔã,nhõ1ʔã,V;FIN;REAL;IPFV;3;SG
lanhõ1ʔã,nhõ1ʔãi,V;FIN;REAL;IPFV;3;DU
lanhõ1ʔã,liŋhyõ1ʔãt,V;FIN;REAL;IPFV;3;PL
lanhõ1ʔã,tahõ1ʔã,V;FIN;REAL;PFV;1;SG
lanhõ1ʔã,tihyõ1ʔãmʔ,V;FIN;REAL;PFV;1;DU;EXCL
lanhõ1ʔã,tihyõ1ʔãi,V;FIN;REAL;PFV;1;DU;INCL
lanhõ1ʔã,nanhõ1ʔãnʔ,V;FIN;REAL;PFV;1;PL
lanhõ1ʔã,nanhõ1ʔãn,V;FIN;REAL;PFV;1;PL
lanhõ1ʔã,kihyõ1ʔã,V;FIN;REAL;PFV;2;SG
lanhõ1ʔã,tihyõ1ʔãik,V;FIN;REAL;PFV;2;DU
lanhõ1ʔã,nanhõ1ʔãn,V;FIN;REAL;PFV;2;PL
lanhõ1ʔã,kohõ1ʔã,V;FIN;REAL;PFV;3;SG
lanhõ1ʔã,kohõ1ʔãi,V;FIN;REAL;PFV;3;DU
lanhõ1ʔã,nanhõ1ʔãt,V;FIN;REAL;PFV;3;PL
lanhõ1ʔã,nhõ1ʔã,V;FIN;IRR;POT;1;SG
lanhõ1ʔã,nhõ1ʔãmʔ,V;FIN;IRR;POT;1;DU;EXCL
lanhõ1ʔã,nhõ1ʔãi,V;FIN;IRR;POT;1;DU;INCL
lanhõ1ʔã,wiŋhyõ1ʔãnʔ,V;FIN;IRR;POT;1;PL
lanhõ1ʔã,wiŋhyõ1ʔãn,V;FIN;IRR;POT;1;PL
lanhõ1ʔã,konhõ1ʔã,V;FIN;IRR;POT;2;SG
lanhõ1ʔã,nhõ1ʔãik,V;FIN;IRR;POT;2;DU
lanhõ1ʔã,wiŋhyõ1ʔãn,V;FIN;IRR;POT;2;PL
lanhõ1ʔã,nhõ1ʔã,V;FIN;IRR;POT;3;SG
lanhõ1ʔã,nhõ1ʔãi,V;FIN;IRR;POT;3;DU
lanhõ1ʔã,lanhõ1ʔãt,V;FIN;IRR;POT;3;PL
lanhõ1ʔã,mbonhõ1ʔã,V;FIN;IRR;SBJV;1;SG
lanhõ1ʔã,mbonhõ1ʔãmʔ,V;FIN;IRR;SBJV;1;DU;EXCL
lanhõ1ʔã,mbonhõ1ʔãi,V;FIN;IRR;SBJV;1;DU;INCL
lanhõ1ʔã,mbiŋhyõ1ʔãnʔ,V;FIN;IRR;SBJV;1;PL
lanhõ1ʔã,mbiŋhyõ1ʔãn,V;FIN;IRR;SBJV;1;PL
lanhõ1ʔã,ŋkonhõ1ʔã,V;FIN;IRR;SBJV;2;SG
lanhõ1ʔã,mbonhõ1ʔãik,V;FIN;IRR;SBJV;2;DU
lanhõ1ʔã,mbiŋhyõ1ʔãn,V;FIN;IRR;SBJV;2;PL
lanhõ1ʔã,mbonhõ1ʔã,V;FIN;IRR;SBJV;3;SG
lanhõ1ʔã,mbonhõ1ʔãi,V;FIN;IRR;SBJV;3;DU
lanhõ1ʔã,ndanhõ1ʔãt,V;FIN;IRR;SBJV;3;PL
lanhõ1ʔã,manhõ1ʔã,V;FIN;IRR;FUT;1;SG
lanhõ1ʔã,manhõ1ʔãmʔ,V;FIN;IRR;FUT;1;DU;EXCL
lanhõ1ʔã,manhõ1ʔãi,V;FIN;IRR;FUT;1;DU;INCL
lanhõ1ʔã,mawiŋhyõ1ʔãnʔ,V;FIN;IRR;FUT;1;PL
lanhõ1ʔã,mawiŋhyõ1ʔãn,V;FIN;IRR;FUT;1;PL
lanhõ1ʔã,makonhõ1ʔã,V;FIN;IRR;FUT;2;SG
lanhõ1ʔã,manhõ1ʔãik,V;FIN;IRR;FUT;2;DU
lanhõ1ʔã,mawiŋhyõ1ʔãn,V;FIN;IRR;FUT;2;PL
lanhõ1ʔã,manhõ1ʔã,V;FIN;IRR;FUT;3;SG
lanhõ1ʔã,manhõ1ʔãi,V;FIN;IRR;FUT;3;DU
lanhõ1ʔã,malanhõ1ʔãt,V;FIN;IRR;FUT;3;PL
lanhõ1ʔã,konhõ1ʔãt,V;FIN;IRR;IMP;2;SG
lanhõ1ʔã,nhõ1ʔãik,V;FIN;IRR;IMP;2;DU
lanhõ1ʔã,wiŋhyõ1ʔãn,V;FIN;IRR;IMP;2;PL
laʔa3haonʔ,laʔa3haonʔ,V;FIN;REAL;IPFV;1;SG
laʔa3haonʔ,taʔa3haonʔ,V;FIN;REAL;IPFV;1;DU;EXCL
laʔa3haonʔ,taʔa3haoiŋʔ,V;FIN;REAL;IPFV;1;DU;INCL
laʔa3haonʔ,taʔa3haonʔ,V;FIN;REAL;IPFV;1;PL
laʔa3haonʔ,taʔa3haon,V;FIN;REAL;IPFV;1;PL
laʔa3haonʔ,kiʔya3haonʔ,V;FIN;REAL;IPFV;2;SG
laʔa3haonʔ,kiʔya3haoiŋʔ,V;FIN;REAL;IPFV;2;DU
laʔa3haonʔ,kiʔya3haonʔ,V;FIN;REAL;IPFV;2;PL
laʔa3haonʔ,waʔa3haonʔ,V;FIN;REAL;IPFV;3;SG
laʔa3haonʔ,waʔa3haoiŋʔ,V;FIN;REAL;IPFV;3;DU
laʔa3haonʔ,lʔa3haonʔ,V;FIN;REAL;IPFV;3;PL
laʔa3haonʔ,noʔua3haonʔ,V;FIN;REAL;PFV;1;SG
laʔa3haonʔ,noʔua3haonʔ,V;FIN;REAL;PFV;1;DU;EXCL
laʔa3haonʔ,noʔua3haoiŋʔ,V;FIN;REAL;PFV;1;DU;INCL
laʔa3haonʔ,noʔua3haonʔ,V;FIN;REAL;PFV;1;PL
laʔa3haonʔ,noʔua3haon,V;FIN;REAL;PFV;1;PL
laʔa3haonʔ,nigya3haonʔ,V;FIN;REAL;PFV;2;SG
laʔa3haonʔ,nigya3haoiŋʔ,V;FIN;REAL;PFV;2;DU
laʔa3haonʔ,nigya3haonʔ,V;FIN;REAL;PFV;2;PL
laʔa3haonʔ,ndoʔua3haonʔ,V;FIN;REAL;PFV;3;SG
laʔa3haonʔ,ndoʔua3hoiŋʔ,V;FIN;REAL;PFV;3;DU
laʔa3haonʔ,ndolʔua3haonʔ,V;FIN;REAL;PFV;3;PL
laʔa3haonʔ,laʔa3haonʔ,V;FIN;IRR;POT;1;SG
laʔa3haonʔ,laʔa3haonʔ,V;FIN;IRR;POT;1;DU;EXCL
laʔa3haonʔ,laʔa3haoiŋʔ,V;FIN;IRR;POT;1;DU;INCL
laʔa3haonʔ,laʔa3haonʔ,V;FIN;IRR;POT;1;PL
laʔa3haonʔ,laʔa3haon,V;FIN;IRR;POT;1;PL
laʔa3haonʔ,kigya3haonʔ,V;FIN;IRR;POT;2;SG
laʔa3haonʔ,kigya3haoiŋʔ,V;FIN;IRR;POT;2;DU
laʔa3haonʔ,kigya3haonʔ,V;FIN;IRR;POT;2;PL
laʔa3haonʔ,lada3haonʔ,V;FIN;IRR;POT;3;SG
laʔa3haonʔ,lada3haoiŋʔ,V;FIN;IRR;POT;3;DU
laʔa3haonʔ,lalʔa3haonʔ,V;FIN;IRR;POT;3;PL
laʔa3haonʔ,ndaʔa3haonʔ,V;FIN;IRR;SBJV;1;SG
laʔa3haonʔ,ndaʔa3haonʔ,V;FIN;IRR;SBJV;1;DU;EXCL
laʔa3haonʔ,ndaʔa3haoiŋʔ,V;FIN;IRR;SBJV;1;DU;INCL
laʔa3haonʔ,ndaʔa3haonʔ,V;FIN;IRR;SBJV;1;PL
laʔa3haonʔ,ndaʔa3haon,V;FIN;IRR;SBJV;1;PL
laʔa3haonʔ,ŋgigya3haonʔ,V;FIN;IRR;SBJV;2;SG
laʔa3haonʔ,ŋgigya3haoiŋʔ,V;FIN;IRR;SBJV;2;DU
laʔa3haonʔ,ŋgigya3haonʔ,V;FIN;IRR;SBJV;2;PL
laʔa3haonʔ,ndada3haonʔ,V;FIN;IRR;SBJV;3;SG
laʔa3haonʔ,ndada3haoiŋʔ,V;FIN;IRR;SBJV;3;DU
laʔa3haonʔ,ndalʔa3haonʔ,V;FIN;IRR;SBJV;3;PL
laʔa3haonʔ,monoʔua3haonʔ,V;FIN;IRR;FUT;1;SG
laʔa3haonʔ,monoʔua3haonʔ,V;FIN;IRR;FUT;1;DU;EXCL
laʔa3haonʔ,monoʔua3haoiŋʔ,V;FIN;IRR;FUT;1;DU;INCL
laʔa3haonʔ,monoʔua3haonʔ,V;FIN;IRR;FUT;1;PL
laʔa3haonʔ,monoʔua3haon,V;FIN;IRR;FUT;1;PL
laʔa3haonʔ,manadda3haonʔ,V;FIN;IRR;FUT;2;SG
laʔa3haonʔ,manadda3haoiŋʔ,V;FIN;IRR;FUT;2;DU
laʔa3haonʔ,manadda3haonʔ,V;FIN;IRR;FUT;2;PL
laʔa3haonʔ,manada3haonʔ,V;FIN;IRR;FUT;3;SG
laʔa3haonʔ,manada3haoiŋʔ,V;FIN;IRR;FUT;3;DU
laʔa3haonʔ,manalʔa3haonʔ,V;FIN;IRR;FUT;3;PL
laʔa3haonʔ,gya3haonʔ,V;FIN;IRR;IMP;2;SG
laʔa3haonʔ,gya3haoiŋʔ,V;FIN;IRR;IMP;2;DU
laʔa3haonʔ,gya3haonʔ,V;FIN;IRR;IMP;2;PL
tiwya2ʔaiʎ,tiwya2ʔaiʎ,V;FIN;REAL;IPFV;1;SG
tiwya2ʔaiʎ,tiwya2ʔaiʎŋʔ,V;FIN;REAL;IPFV;1;DU;EXCL
tiwya2ʔaiʎ,tiwya2ʔaiʎ,V;FIN;REAL;IPFV;1;DU;INCL
tiwya2ʔaiʎ,tiwya2ʔaiʎŋʔ,V;FIN;REAL;IPFV;1;PL
tiwya2ʔaiʎ,tiwya2ʔaiʎŋ,V;FIN;REAL;IPFV;1;PL
tiwya2ʔaiʎ,tiwya2ʔaiʎ,V;FIN;REAL;IPFV;2;SG
tiwya2ʔaiʎ,tiwya2ʔaiʎ,V;FIN;REAL;IPFV;2;DU
tiwya2ʔaiʎ,tiwya2ʔaiʎŋ,V;FIN;REAL;IPFV;2;PL
tiwya2ʔaiʎ,liwya2ʔaiʎ,V;FIN;REAL;IPFV;3;SG
tiwya2ʔaiʎ,liwya2ʔaiʎ,V;FIN;REAL;IPFV;3;DU
tiwya2ʔaiʎ,tibbya2ʔaiʎ,V;FIN;REAL;IPFV;3;PL
tiwya2ʔaiʎ,niwya2ʔaiʎ,V;FIN;REAL;PFV;1;SG
tiwya2ʔaiʎ,niwya2ʔaiʎŋʔ,V;FIN;REAL;PFV;1;DU;EXCL
tiwya2ʔaiʎ,niwya2ʔaiʎ,V;FIN;REAL;PFV;1;DU;INCL
tiwya2ʔaiʎ,niwya2ʔaiʎŋʔ,V;FIN;REAL;PFV;1;PL
tiwya2ʔaiʎ,niwya2ʔaiʎŋ,V;FIN;REAL;PFV;1;PL
tiwya2ʔaiʎ,kiniwya2ʔaiʎ,V;FIN;REAL;PFV;2;SG
tiwya2ʔaiʎ,niwya2ʔaiʎ,V;FIN;REAL;PFV;2;DU
tiwya2ʔaiʎ,niwya2ʔaiʎŋ,V;FIN;REAL;PFV;2;PL
tiwya2ʔaiʎ,niwya2ʔaiʎ,V;FIN;REAL;PFV;3;SG
tiwya2ʔaiʎ,niwya2ʔaiʎ,V;FIN;REAL;PFV;3;DU
tiwya2ʔaiʎ,nibbya2ʔaiʎ,V;FIN;REAL;PFV;3;PL
tiwya2ʔaiʎ,tawa2ʔaiʎ,V;FIN;IRR;POT;1;SG
tiwya2ʔaiʎ,tiwya2ʔaiʎŋʔ,V;FIN;IRR;POT;1;DU;EXCL
tiwya2ʔaiʎ,tiwya2ʔaiʎ,V;FIN;IRR;POT;1;DU;INCL
tiwya2ʔaiʎ,wiwya2ʔaiʎŋʔ,V;FIN;IRR;POT;1;PL
tiwya2ʔaiʎ,wiwya2ʔaiʎŋ,V;FIN;IRR;POT;1;PL
tiwya2ʔaiʎ,tawa2ʔaiʎ,V;FIN;IRR;POT;2;SG
tiwya2ʔaiʎ,tiwya2ʔaiʎ,V;FIN;IRR;POT;2;DU
tiwya2ʔaiʎ,wiwya2ʔaiʎŋ,V;FIN;IRR;POT;2;PL
tiwya2ʔaiʎ,lawa2ʔaiʎ,V;FIN;IRR;POT;3;SG
tiwya2ʔaiʎ,lawa2ʔaiʎ,V;FIN;IRR;POT;3;DU
tiwya2ʔaiʎ,tabba2ʔaiʎ,V;FIN;IRR;POT;3;PL
tiwya2ʔaiʎ,ntawa2ʔaiʎ,V;FIN;IRR;SBJV;1;SG
tiwya2ʔaiʎ,ntiwya2ʔaiʎŋʔ,V;FIN;IRR;SBJV;1;DU;EXCL
tiwya2ʔaiʎ,ntiwya2ʔaiʎ,V;FIN;IRR;SBJV;1;DU;INCL
tiwya2ʔaiʎ,mbiwya2ʔaiʎŋʔ,V;FIN;IRR;SBJV;1;PL
tiwya2ʔaiʎ,mbiwya2ʔaiʎŋ,V;FIN;IRR;SBJV;1;PL
tiwya2ʔaiʎ,ntawa2ʔaiʎ,V;FIN;IRR;SBJV;2;SG
tiwya2ʔaiʎ,ntiwya2ʔaiʎ,V;FIN;IRR;SBJV;2;DU
tiwya2ʔaiʎ,mbiwya2ʔaiʎŋ,V;FIN;IRR;SBJV;2;PL
tiwya2ʔaiʎ,ndawa2ʔaiʎ,V;FIN;IRR;SBJV;3;SG
tiwya2ʔaiʎ,ndawa2ʔaiʎ,V;FIN;IRR;SBJV;3;DU
tiwya2ʔaiʎ,ntabba2ʔaiʎ,V;FIN;IRR;SBJV;3;PL
tiwya2ʔaiʎ,matawa2ʔaiʎ,V;FIN;IRR;FUT;1;SG
tiwya2ʔaiʎ,matiwya2ʔaiʎŋʔ,V;FIN;IRR;FUT;1;DU;EXCL
